"atleta_id","rodada_id","clube_id","posicao_id","status_id","pontos_num","preco_num","variacao_num","media_num","jogos_num","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
69018,10,293,4,6,0.0,5.23,-0.33,0.7,4,4,2,0,1,0,0,0,0,0,2,3,0,2,0,0,0,0,0
71892,10,265,2,5,0.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69036,10,373,2,6,1.7,0.78,0.02,-0.4,5,3,12,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0
69282,10,284,5,6,2.1,10.05,0.05,3.45,6,9,8,1,0,3,0,2,5,0,3,8,0,2,0,0,0,0,0
69177,10,294,2,7,-1.2,4.47,-0.65,0.5,2,2,2,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0
69705,10,293,4,6,12.9,10.7,2.18,3.91,9,14,26,2,1,9,4,1,1,0,6,10,0,1,0,0,0,0,0
69249,10,267,1,7,5.2,7.37,1.87,0.87,10,1,6,0,0,0,0,0,0,0,0,0,0,1,0,2,14,0,20
69165,10,264,3,7,5.5,10.91,0.19,3.83,9,3,15,0,0,2,6,0,0,0,4,7,0,1,0,6,0,0,0
68773,10,294,5,7,0.9,14.07,-0.02,4.03,10,19,27,0,1,6,9,2,8,0,10,8,0,1,0,0,0,0,0
70009,10,262,4,6,0.0,5.89,0.0,-1.3,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
70222,10,276,1,6,0.0,6.25,0.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70132,10,294,4,5,0.0,4.8,0.0,1.91,8,2,23,0,0,2,1,0,1,0,15,9,0,1,0,0,0,0,0
70173,10,262,4,6,0.0,4.25,0.0,0.94,5,9,8,0,0,1,1,0,0,0,2,5,0,0,0,0,0,0,0
70323,10,265,6,7,1.59,11.04,0.14,3.71,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70666,10,303,3,7,4.8,11.45,-0.06,4.36,10,14,17,0,1,0,2,0,0,0,14,6,0,2,0,4,0,0,0
70581,10,287,4,6,0.0,4.0,0.0,3.1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
70742,10,315,4,6,0.0,7.21,0.0,3.08,8,12,24,2,0,1,3,0,1,0,11,11,0,0,0,0,0,0,0
70916,10,283,2,7,17.6,14.67,3.76,5.25,9,11,39,1,1,2,2,0,0,0,18,10,0,2,0,4,0,0,0
70058,10,294,4,7,3.0,5.23,0.41,1.29,8,5,24,2,1,5,1,0,1,0,4,13,0,2,0,0,0,0,0
70696,10,264,6,7,4.83,11.03,0.0,4.57,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70046,10,277,2,7,-1.5,9.6,-1.46,4.23,8,8,28,0,0,0,1,2,0,0,5,6,0,2,0,4,0,0,0
70116,10,264,4,6,0.0,4.25,0.0,1.4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70929,10,303,5,5,0.0,3.97,0.0,-0.6,2,3,3,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0
71123,10,276,4,7,3.9,5.18,0.69,0.66,5,9,14,0,0,1,2,0,0,0,3,5,0,1,0,0,0,0,0
70986,10,277,4,6,0.0,2.62,0.0,-0.25,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71549,10,267,5,5,0.0,5.03,0.0,1.72,5,8,9,0,0,3,0,0,2,0,4,3,0,0,0,0,0,0,0
70944,10,275,4,6,0.0,11.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71162,10,265,4,6,0.7,7.72,-0.4,3.17,7,6,17,0,0,1,4,2,0,0,5,4,0,1,0,0,0,0,0
71227,10,276,3,6,0.0,9.9,0.0,3.42,7,2,22,0,0,2,2,0,0,0,8,1,0,1,0,3,0,0,0
71479,10,293,4,7,1.2,6.35,-0.55,-0.4,6,5,19,0,0,0,4,0,2,0,5,9,0,0,1,0,0,0,0
71571,10,287,1,7,3.7,11.3,0.37,3.96,10,2,8,0,0,0,0,0,0,0,0,0,0,1,0,2,21,0,15
71066,10,262,4,6,0.0,7.81,0.0,5.13,3,2,6,0,0,2,2,1,1,0,4,3,0,0,0,0,0,0,0
71704,10,267,5,5,0.0,5.27,0.0,2.92,6,5,6,1,0,2,3,1,1,0,1,3,0,0,0,0,0,0,0
72150,10,303,2,6,0.0,5.66,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70934,10,265,3,5,0.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71572,10,284,3,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71818,10,284,1,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71631,10,293,1,7,0.7,2.17,-0.54,1.2,7,1,7,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0,11
71719,10,303,4,7,1.6,5.84,0.2,1.58,9,8,23,0,0,1,3,0,1,0,15,12,0,0,1,0,0,0,0
71709,10,262,4,6,-0.5,3.06,-0.86,1.24,5,1,7,0,0,0,0,0,0,0,9,7,0,2,0,0,0,0,0
55348,10,263,2,6,0.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71920,10,284,4,6,7.2,9.6,1.16,5.73,9,11,22,0,0,1,5,3,0,0,21,19,0,1,0,0,0,0,0
71927,10,373,4,6,-0.3,7.31,-0.18,1.83,6,4,5,1,0,2,1,0,1,0,4,7,0,0,0,0,0,0,0
81903,10,314,4,6,0.0,1.81,0.21,0.21,7,9,15,0,0,0,2,0,1,0,3,9,0,0,0,0,0,0,0
62086,10,262,2,6,0.0,8.98,0.0,2.4,7,4,16,1,0,0,1,0,0,0,2,9,0,0,0,3,0,0,0
54797,10,315,5,6,0.0,3.38,-0.05,0.06,7,2,5,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0
55594,10,303,4,6,0.0,2.44,0.0,0.55,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56102,10,294,4,5,0.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60853,10,267,4,6,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60784,10,282,4,3,-1.3,5.61,-0.36,1.19,10,14,19,0,0,0,0,0,0,0,13,11,0,3,0,0,0,0,0
71724,10,292,1,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60788,10,292,5,6,0.0,5.05,0.0,3.03,3,2,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
61033,10,264,4,7,-3.2,13.43,-1.06,3.61,7,16,23,2,0,2,4,1,1,0,7,12,0,2,0,0,0,0,0
60787,10,314,5,6,0.0,3.23,0.0,0.23,6,6,8,0,0,1,0,0,0,0,4,14,0,0,0,0,0,0,0
60969,10,287,2,7,-0.3,6.5,-0.59,2.01,7,6,36,0,0,3,6,0,2,0,11,12,0,1,0,1,0,0,0
60819,10,283,3,5,0.0,8.86,0.0,3.43,3,2,12,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0
60802,10,267,4,6,0.0,1.7,0.0,-0.6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54395,10,282,4,7,0.0,11.85,0.0,1.85,8,7,24,0,0,2,1,1,2,0,9,9,0,1,0,0,0,0,0
61985,10,263,4,5,0.0,5.63,0.0,1.17,3,4,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
61149,10,303,5,7,11.2,22.14,0.88,8.66,10,36,27,1,0,6,7,7,4,0,9,13,0,1,0,0,0,0,0
72595,10,314,1,6,0.0,8.1,0.0,3.1,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,13
61188,10,276,5,6,0.0,4.2,0.0,1.58,5,1,3,0,0,2,3,1,3,0,1,4,0,1,0,0,0,0,0
62047,10,275,2,6,0.0,15.59,0.0,3.97,6,6,19,0,0,2,5,1,1,1,5,3,0,0,0,2,0,0,0
62009,10,263,4,2,1.9,9.66,-1.41,1.58,4,5,4,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0
62024,10,276,2,6,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61211,10,282,2,5,0.0,4.46,0.0,-0.7,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62069,10,265,5,6,0.0,2.15,0.0,-0.5,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
62129,10,267,4,6,0.0,0.86,0.0,-1.7,4,3,10,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0
62104,10,283,4,7,0.8,8.69,-1.17,2.26,5,3,31,0,0,3,7,1,1,0,6,5,0,2,0,0,0,0,0
60859,10,284,5,5,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62128,10,373,5,6,0.0,7.84,0.0,1.1,6,10,23,0,0,3,4,1,2,0,1,8,0,1,0,0,0,0,0
62130,10,294,2,7,-2.0,7.45,-0.67,3.4,9,20,30,0,0,4,1,0,1,0,10,11,0,3,0,4,0,0,0
62974,10,294,3,7,0.3,8.1,-0.34,3.52,10,2,28,0,0,1,3,0,0,0,10,5,0,0,0,5,0,0,0
